# 2023-01-10T14:05:24+00:00
# Header Rows: 22
# File Format: 2
# Device: mini
# Serial: S9332
# Firmware: 1035
# Software: 1.0.3
# Sensitivity: 10
# PMT Gain: 1
# Scanrange [ps]: 5000
# Average: 0
# Triggermode: OFF
# Triggerfrequency [Hz]: 0
# ACFFWHM [ps]: 0.265
# Fittype: Gaussian
# Fit Pulse Duration [ps]: 0.188
# FWHM Valid: TRUE
# FIT MSE: 3.407087568636E-7
# Amplitude: 0.094469
# ==========
Delay[ps]	Intensity [arb.u.]	Fit [arb.u.]
-1.885037098294E+0	6.584705653527E-3	5.457068591844E-3
-1.883414943880E+0	6.035980182400E-3	5.457068591844E-3
-1.881867773719E+0	5.276206453147E-3	5.457068591844E-3
-1.880263357703E+0	5.402835408022E-3	5.457068591844E-3
-1.878659065750E+0	4.811900285270E-3	5.457068591844E-3
-1.877079888731E+0	4.727480982019E-3	5.457068591844E-3
-1.875471354181E+0	5.656093317773E-3	5.457068591844E-3
-1.873903117324E+0	5.402835408022E-3	5.457068591844E-3
-1.872289269343E+0	5.782722272649E-3	5.457068591844E-3
-1.870675250396E+0	5.360625756397E-3	5.457068591844E-3
-1.869110853571E+0	3.714449343015E-3	5.457068591844E-3
-1.867486311693E+0	5.107367846646E-3	5.457068591844E-3
-1.865878040399E+0	6.120399485650E-3	5.457068591844E-3
-1.864288345337E+0	5.487254711272E-3	5.457068591844E-3
-1.862674224090E+0	5.824931924274E-3	5.457068591844E-3
-1.861102228437E+0	5.065158195021E-3	5.457068591844E-3
-1.859491512418E+0	6.078189834025E-3	5.457068591844E-3
-1.857884651327E+0	6.500286350277E-3	5.457068591844E-3
-1.856303588335E+0	5.022948543396E-3	5.457068591844E-3
-1.854681351523E+0	5.951560879149E-3	5.457068591844E-3
-1.853068329274E+0	6.247028440526E-3	5.457068591844E-3
-1.851462016925E+0	6.331447743776E-3	5.457068591844E-3
-1.849821591434E+0	4.727480982019E-3	5.457068591844E-3
-1.848228179240E+0	4.052126556017E-3	5.457068591844E-3
-1.846631093441E+0	4.854109936895E-3	5.457068591844E-3
-1.844988280136E+0	5.740512621024E-3	5.457068591844E-3
-1.843411144113E+0	5.613883666148E-3	5.457068591844E-3
-1.841778471423E+0	5.740512621024E-3	5.457068591844E-3
-1.840162228761E+0	5.107367846646E-3	5.457068591844E-3
-1.838559921940E+0	5.782722272649E-3	5.457068591844E-3
-1.836899648274E+0	6.120399485650E-3	5.457068591844E-3
-1.835321495187E+0	5.487254711272E-3	5.457068591844E-3
-1.833697845029E+0	5.022948543396E-3	5.457068591844E-3
-1.832021737213E+0	5.824931924274E-3	5.457068591844E-3
-1.830430144074E+0	5.487254711272E-3	5.457068591844E-3
-1.828808968784E+0	5.445045059647E-3	5.457068591844E-3
-1.827173646653E+0	5.571674014523E-3	5.457068591844E-3
-1.825527979539E+0	4.263174814142E-3	5.457068591844E-3
-1.823899513019E+0	5.698302969398E-3	5.457068591844E-3
-1.822306912126E+0	5.107367846646E-3	5.457068591844E-3
-1.820655014606E+0	5.656093317773E-3	5.457068591844E-3
-1.819009573273E+0	6.035980182400E-3	5.457068591844E-3
-1.817410773397E+0	4.558642375519E-3	5.457068591844E-3
-1.815760927114E+0	5.909351227524E-3	5.457068591844E-3
-1.814103566380E+0	5.698302969398E-3	5.457068591844E-3
-1.812478758335E+0	4.516432723893E-3	5.457068591844E-3
-1.810831949628E+0	5.276206453147E-3	5.457068591844E-3
-1.809211497654E+0	4.094336207642E-3	5.457068591844E-3
-1.807560209976E+0	4.432013420643E-3	5.457068591844E-3
-1.805899000365E+0	5.867141575899E-3	5.457068591844E-3
-1.804289628910E+0	4.854109936895E-3	5.457068591844E-3
-1.802624774324E+0	5.022948543396E-3	5.457068591844E-3
-1.800961729133E+0	5.740512621024E-3	5.457068591844E-3
-1.799347564126E+0	5.107367846646E-3	5.457068591844E-3
-1.797656968469E+0	5.065158195021E-3	5.457068591844E-3
-1.796032342214E+0	5.529464362898E-3	5.457068591844E-3
-1.794385525592E+0	4.600852027144E-3	5.457068591844E-3
-1.792697883134E+0	5.782722272649E-3	5.457068591844E-3
-1.791071204827E+0	4.516432723893E-3	5.457068591844E-3
-1.789393470221E+0	4.769690633645E-3	5.457068591844E-3
-1.787748368608E+0	5.571674014523E-3	5.457068591844E-3
-1.786108217080E+0	5.571674014523E-3	5.457068591844E-3
-1.784412839044E+0	5.402835408022E-3	5.457068591844E-3
-1.782778369879E+0	4.727480982019E-3	5.457068591844E-3
-1.781117709476E+0	5.107367846646E-3	5.457068591844E-3
-1.779424276071E+0	5.824931924274E-3	5.457068591844E-3
-1.777780004496E+0	5.191787149896E-3	5.457068591844E-3
-1.776091921182E+0	6.035980182400E-3	5.457068591844E-3
-1.774425261507E+0	5.402835408022E-3	5.457068591844E-3
-1.772767807667E+0	5.360625756397E-3	5.457068591844E-3
-1.771083483499E+0	6.035980182400E-3	5.457068591844E-3
-1.769437296273E+0	5.318416104772E-3	5.457068591844E-3
-1.767762201331E+0	4.769690633645E-3	5.457068591844E-3
-1.766058148048E+0	5.107367846646E-3	5.457068591844E-3
-1.764434286773E+0	6.162609137275E-3	5.457068591844E-3
-1.762752814202E+0	5.487254711272E-3	5.457068591844E-3
-1.761068287762E+0	4.980738891770E-3	5.457068591844E-3
-1.759423098862E+0	4.938529240145E-3	5.457068591844E-3
-1.757718112310E+0	4.769690633645E-3	5.457068591844E-3
-1.756063070259E+0	5.022948543396E-3	5.457068591844E-3
-1.754374534218E+0	5.909351227524E-3	5.457068591844E-3
-1.752661395673E+0	6.247028440526E-3	5.457068591844E-3
-1.751018703987E+0	4.980738891770E-3	5.457068591844E-3
-1.749314062625E+0	4.896319588520E-3	5.457068591844E-3
-1.747623717306E+0	5.487254711272E-3	5.457068591844E-3
-1.745956915063E+0	5.191787149896E-3	5.457068591844E-3
-1.744256493720E+0	5.445045059647E-3	5.457068591844E-3
-1.742575191533E+0	4.685271330394E-3	5.457068591844E-3
-1.740883940644E+0	5.107367846646E-3	5.457068591844E-3
-1.739178235664E+0	5.571674014523E-3	5.457068591844E-3
-1.737506113358E+0	4.980738891770E-3	5.457068591844E-3
-1.735809947182E+0	5.065158195021E-3	5.457068591844E-3
-1.734108980123E+0	5.445045059647E-3	5.457068591844E-3
-1.732441030701E+0	5.656093317773E-3	5.457068591844E-3
-1.730727608649E+0	5.149577498271E-3	5.457068591844E-3
-1.729040149376E+0	5.149577498271E-3	5.457068591844E-3
-1.727342947398E+0	5.571674014523E-3	5.457068591844E-3
-1.725624040950E+0	4.896319588520E-3	5.457068591844E-3
-1.723959452298E+0	5.782722272649E-3	5.457068591844E-3
-1.722249595848E+0	6.289238092151E-3	5.457068591844E-3
-1.720544694721E+0	4.727480982019E-3	5.457068591844E-3
-1.718853774823E+0	4.432013420643E-3	5.457068591844E-3
-1.717114511611E+0	5.445045059647E-3	5.457068591844E-3
-1.715448242399E+0	5.740512621024E-3	5.457068591844E-3
-1.713729932177E+0	5.318416104772E-3	5.457068591844E-3
-1.711987767207E+0	5.022948543396E-3	5.457068591844E-3
-1.710316462253E+0	4.347594117393E-3	5.457068591844E-3
-1.708606331607E+0	5.360625756397E-3	5.457068591844E-3
-1.706890974118E+0	6.415867047026E-3	5.457068591844E-3
-1.705205929428E+0	5.233996801521E-3	5.457068591844E-3
-1.703477656655E+0	6.458076698651E-3	5.457068591844E-3
-1.701815811248E+0	5.107367846646E-3	5.457068591844E-3
-1.700106484337E+0	4.516432723893E-3	5.457068591844E-3
-1.698361125606E+0	5.613883666148E-3	5.457068591844E-3
-1.696684566227E+0	4.263174814142E-3	5.457068591844E-3
-1.694953839419E+0	4.769690633645E-3	5.457068591844E-3
-1.693209071677E+0	4.811900285270E-3	5.457068591844E-3
-1.691487038155E+0	5.656093317773E-3	5.457068591844E-3
-1.689758806581E+0	5.782722272649E-3	5.457068591844E-3
-1.688054097717E+0	5.824931924274E-3	5.457068591844E-3
-1.686325297267E+0	5.656093317773E-3	5.457068591844E-3
-1.684583973042E+0	5.656093317773E-3	5.457068591844E-3
-1.682885064785E+0	3.714449343015E-3	5.457068591844E-3
-1.681147812658E+0	4.263174814142E-3	5.457068591844E-3
-1.679403413848E+0	5.065158195021E-3	5.457068591844E-3
-1.677708635413E+0	4.516432723893E-3	5.457068591844E-3
-1.675970557321E+0	5.318416104772E-3	5.457068591844E-3
-1.674262821123E+0	5.276206453147E-3	5.457068591844E-3
-1.672540699500E+0	4.432013420643E-3	5.457068591844E-3
-1.670794670756E+0	5.613883666148E-3	5.457068591844E-3
-1.669067282838E+0	5.445045059647E-3	5.457068591844E-3
-1.667341550689E+0	4.389803769018E-3	5.457068591844E-3
-1.665576089023E+0	4.896319588520E-3	5.457068591844E-3
-1.663840369301E+0	4.558642375519E-3	5.457068591844E-3
-1.662091600338E+0	5.824931924274E-3	5.457068591844E-3
-1.660355279734E+0	5.656093317773E-3	5.457068591844E-3
-1.658645401405E+0	4.685271330394E-3	5.457068591844E-3
-1.656883745089E+0	6.035980182400E-3	5.457068591844E-3
-1.655162414399E+0	5.782722272649E-3	5.457068591844E-3
-1.653405712359E+0	5.951560879149E-3	5.457068591844E-3
-1.651678888428E+0	4.980738891770E-3	5.457068591844E-3
-1.649933572293E+0	4.432013420643E-3	5.457068591844E-3
-1.648167242416E+0	5.951560879149E-3	5.457068591844E-3
-1.646468543414E+0	5.782722272649E-3	5.457068591844E-3
-1.644705597816E+0	6.078189834025E-3	5.457068591844E-3
-1.642918788159E+0	5.318416104772E-3	5.457068591844E-3
-1.641192097021E+0	5.571674014523E-3	5.457068591844E-3
-1.639439493380E+0	5.529464362898E-3	5.457068591844E-3
-1.637656049381E+0	4.389803769018E-3	5.457068591844E-3
-1.635938924512E+0	4.474223072268E-3	5.457068591844E-3
-1.634173879961E+0	5.740512621024E-3	5.457068591844E-3
-1.632416113837E+0	6.247028440526E-3	5.457068591844E-3
-1.630669871998E+0	3.883287949516E-3	5.457068591844E-3
-1.628873570091E+0	5.445045059647E-3	5.457068591844E-3
-1.627174622729E+0	4.474223072268E-3	5.457068591844E-3
-1.625404433268E+0	5.867141575899E-3	5.457068591844E-3
-1.623614506896E+0	6.964592518154E-3	5.457068591844E-3
-1.621895365472E+0	5.149577498271E-3	5.457068591844E-3
-1.620112026915E+0	4.643061678769E-3	5.457068591844E-3
-1.618342969854E+0	5.487254711272E-3	5.457068591844E-3
-1.616580629676E+0	4.980738891770E-3	5.457068591844E-3
-1.614793933143E+0	5.276206453147E-3	5.457068591844E-3
-1.613057477303E+0	4.896319588520E-3	5.457068591844E-3
-1.611278718620E+0	6.078189834025E-3	5.457068591844E-3
-1.609492884246E+0	4.178755510892E-3	5.457068591844E-3
-1.607754477491E+0	4.220965162517E-3	5.457068591844E-3
-1.605968313406E+0	5.360625756397E-3	5.457068591844E-3
-1.604189365485E+0	5.487254711272E-3	5.457068591844E-3
-1.602424766561E+0	5.233996801521E-3	5.457068591844E-3
-1.600645510460E+0	5.613883666148E-3	5.457068591844E-3
-1.598899816083E+0	5.149577498271E-3	5.457068591844E-3
-1.597109486446E+0	5.276206453147E-3	5.457068591844E-3
-1.595319391435E+0	5.824931924274E-3	5.457068591844E-3
-1.593586568117E+0	5.149577498271E-3	5.457068591844E-3
-1.591770524643E+0	4.727480982019E-3	5.457068591844E-3
-1.589999412271E+0	5.065158195021E-3	5.457068591844E-3
-1.588235759884E+0	5.656093317773E-3	5.457068591844E-3
-1.586429350180E+0	5.867141575899E-3	5.457068591844E-3
-1.584684829285E+0	4.643061678769E-3	5.457068591844E-3
-1.582911960473E+0	5.402835408022E-3	5.457068591844E-3
-1.581106077748E+0	5.740512621024E-3	5.457068591844E-3
-1.579349908505E+0	4.896319588520E-3	5.457068591844E-3
-1.577548394071E+0	5.191787149896E-3	5.457068591844E-3
-1.575766040690E+0	5.445045059647E-3	5.457068591844E-3
-1.574000241283E+0	4.896319588520E-3	5.457068591844E-3
-1.572187029621E+0	5.402835408022E-3	5.457068591844E-3
-1.570419242522E+0	4.896319588520E-3	5.457068591844E-3
-1.568627276551E+0	4.685271330394E-3	5.457068591844E-3
-1.566813929070E+0	5.276206453147E-3	5.457068591844E-3
-1.565059991340E+0	4.600852027144E-3	5.457068591844E-3
-1.563248960797E+0	5.993770530775E-3	5.457068591844E-3
-1.561459690238E+0	6.331447743776E-3	5.457068591844E-3
-1.559685109676E+0	5.276206453147E-3	5.457068591844E-3
-1.557872487839E+0	5.065158195021E-3	5.457068591844E-3
-1.556116963702E+0	5.529464362898E-3	5.457068591844E-3
-1.554323844616E+0	5.022948543396E-3	5.457068591844E-3
-1.552501995880E+0	4.811900285270E-3	5.457068591844E-3
-1.550727042895E+0	5.698302969398E-3	5.457068591844E-3
-1.548939498633E+0	5.571674014523E-3	5.457068591844E-3
-1.547124066747E+0	5.402835408022E-3	5.457068591844E-3
-1.545330339564E+0	5.445045059647E-3	5.457068591844E-3
-1.543512698277E+0	4.643061678769E-3	5.457068591844E-3
-1.541740365755E+0	4.263174814142E-3	5.457068591844E-3
-1.539925646011E+0	4.474223072268E-3	5.457068591844E-3
-1.538103911096E+0	4.600852027144E-3	5.457068591844E-3
-1.536353439462E+0	5.276206453147E-3	5.457068591844E-3
-1.534520127076E+0	5.445045059647E-3	5.457068591844E-3
-1.532706230038E+0	5.487254711272E-3	5.457068591844E-3
-1.530925670689E+0	5.993770530775E-3	5.457068591844E-3
-1.529104512448E+0	5.571674014523E-3	5.457068591844E-3
-1.527338259151E+0	4.727480982019E-3	5.457068591844E-3
-1.525522474743E+0	5.656093317773E-3	5.457068591844E-3
-1.523699417959E+0	5.824931924274E-3	5.457068591844E-3
-1.521940379894E+0	5.993770530775E-3	5.457068591844E-3
-1.520117418194E+0	5.149577498271E-3	5.457068591844E-3
-1.518297240590E+0	5.487254711272E-3	5.457068591844E-3
-1.516493658276E+0	4.854109936895E-3	5.457068591844E-3
-1.514665767906E+0	6.289238092151E-3	5.457068591844E-3
-1.512866170403E+0	5.402835408022E-3	5.457068591844E-3
-1.511054434932E+0	5.487254711272E-3	5.457068591844E-3
-1.509221102645E+0	5.318416104772E-3	5.457068591844E-3
-1.507442288913E+0	4.896319588520E-3	5.457068591844E-3
-1.505618384284E+0	5.233996801521E-3	5.457068591844E-3
-1.503797178210E+0	5.402835408022E-3	5.457068591844E-3
-1.501997661710E+0	6.331447743776E-3	5.457068591844E-3
-1.500133741497E+0	6.120399485650E-3	5.457068591844E-3
-1.498342892097E+0	5.613883666148E-3	5.457068591844E-3
-1.496514039828E+0	6.162609137275E-3	5.457068591844E-3
-1.494649659091E+0	4.685271330394E-3	5.457068591844E-3
-1.492866124430E+0	4.389803769018E-3	5.457068591844E-3
-1.491020924647E+0	5.402835408022E-3	5.457068591844E-3
-1.489190063970E+0	4.685271330394E-3	5.457068591844E-3
-1.487380372055E+0	4.558642375519E-3	5.457068591844E-3
-1.485515750406E+0	6.669124956777E-3	5.457068591844E-3
-1.483729681988E+0	5.191787149896E-3	5.457068591844E-3
-1.481887357545E+0	4.305384465768E-3	5.457068591844E-3
-1.480016358151E+0	5.022948543396E-3	5.457068591844E-3
-1.478235006122E+0	5.909351227524E-3	5.457068591844E-3
-1.476384867776E+0	5.993770530775E-3	5.457068591844E-3
-1.474530256163E+0	6.247028440526E-3	5.457068591844E-3
-1.472715736830E+0	5.909351227524E-3	5.457068591844E-3
-1.470865335228E+0	5.529464362898E-3	5.457068591844E-3
-1.469055299985E+0	5.022948543396E-3	5.457068591844E-3
-1.467190733619E+0	4.600852027144E-3	5.457068591844E-3
-1.465328016799E+0	5.149577498271E-3	5.457068591844E-3
-1.463529170892E+0	5.318416104772E-3	5.457068591844E-3
-1.461673501598E+0	5.445045059647E-3	5.457068591844E-3
-1.459817982552E+0	5.824931924274E-3	5.457068591844E-3
-1.458000427040E+0	5.402835408022E-3	5.457068591844E-3
-1.456147161504E+0	5.782722272649E-3	5.457068591844E-3
-1.454320217786E+0	5.613883666148E-3	5.457068591844E-3
-1.452469667214E+0	4.854109936895E-3	5.457068591844E-3
-1.450581366904E+0	5.487254711272E-3	5.457068591844E-3
-1.448773883575E+0	5.107367846646E-3	5.457068591844E-3
-1.446888321506E+0	5.487254711272E-3	5.457068591844E-3
-1.445040724133E+0	5.487254711272E-3	5.457068591844E-3
-1.443207783007E+0	4.980738891770E-3	5.457068591844E-3
-1.441319943570E+0	5.487254711272E-3	5.457068591844E-3
-1.439489250716E+0	5.360625756397E-3	5.457068591844E-3
-1.437637332886E+0	5.571674014523E-3	5.457068591844E-3
-1.435747294640E+0	5.022948543396E-3	5.457068591844E-3
-1.433919017182E+0	5.276206453147E-3	5.457068591844E-3
-1.432050386399E+0	5.022948543396E-3	5.457068591844E-3
-1.430198153639E+0	5.276206453147E-3	5.457068591844E-3
-1.428364472671E+0	4.009916904391E-3	5.457068591844E-3
-1.426469386695E+0	4.558642375519E-3	5.457068591844E-3
-1.424646166860E+0	4.516432723893E-3	5.457068591844E-3
-1.422773545679E+0	4.685271330394E-3	5.457068591844E-3
-1.420898287860E+0	5.191787149896E-3	5.457068591844E-3
-1.419068561676E+0	3.756658994640E-3	5.457068591844E-3
-1.417186846854E+0	3.798868646266E-3	5.457068591844E-3
-1.415314833655E+0	5.402835408022E-3	5.457068591844E-3
-1.413464664817E+0	5.613883666148E-3	5.457068591844E-3
-1.411562677259E+0	5.782722272649E-3	5.457068591844E-3
-1.409725044183E+0	5.276206453147E-3	5.457068591844E-3
-1.407842782249E+0	5.487254711272E-3	5.457068591844E-3
-1.405948083826E+0	4.432013420643E-3	5.457068591844E-3
-1.404109868606E+0	4.052126556017E-3	5.457068591844E-3
-1.402221215658E+0	5.022948543396E-3	5.457068591844E-3
-1.400335000569E+0	5.445045059647E-3	5.457068591844E-3
-1.398484939733E+0	5.233996801521E-3	5.457068591844E-3
-1.396585096402E+0	5.993770530775E-3	5.457068591844E-3
-1.394728140967E+0	4.896319588520E-3	5.457068591844E-3
-1.392845238116E+0	5.360625756397E-3	5.457068591844E-3
-1.390943485184E+0	5.571674014523E-3	5.457068591844E-3
-1.389106149582E+0	4.811900285270E-3	5.457068591844E-3
-1.387216563481E+0	4.727480982019E-3	5.457068591844E-3
-1.385317971374E+0	5.233996801521E-3	5.457068591844E-3
-1.383460258873E+0	5.233996801521E-3	5.457068591844E-3
-1.381555434964E+0	5.613883666148E-3	5.457068591844E-3
-1.379686770547E+0	5.065158195021E-3	5.457068591844E-3
-1.377823170851E+0	5.360625756397E-3	5.457068591844E-3
-1.375914733972E+0	5.951560879149E-3	5.457068591844E-3
-1.374058722980E+0	5.022948543396E-3	5.457068591844E-3
-1.372141931370E+0	4.938529240145E-3	5.457068591844E-3
-1.370244634249E+0	5.824931924274E-3	5.457068591844E-3
-1.368394686188E+0	5.656093317773E-3	5.457068591844E-3
-1.366494819463E+0	5.740512621024E-3	5.457068591844E-3
-1.364609855715E+0	4.643061678769E-3	5.457068591844E-3
-1.362716046569E+0	4.685271330394E-3	5.457068591844E-3
-1.360817271277E+0	5.993770530775E-3	5.457068591844E-3
-1.358963662181E+0	5.867141575899E-3	5.457068591844E-3
-1.357055779165E+0	6.458076698651E-3	5.457068591844E-3
-1.355155450403E+0	6.204818788900E-3	5.457068591844E-3
-1.353274487527E+0	4.854109936895E-3	5.457068591844E-3
-1.351360466513E+0	5.698302969398E-3	5.457068591844E-3
-1.349483263713E+0	5.529464362898E-3	5.457068591844E-3
-1.347592400550E+0	4.600852027144E-3	5.457068591844E-3
-1.345654027370E+0	5.656093317773E-3	5.457068591844E-3
-1.343779867268E+0	5.867141575899E-3	5.457068591844E-3
-1.341858545713E+0	4.980738891770E-3	5.457068591844E-3
-1.339960712535E+0	5.318416104772E-3	5.457068591844E-3
-1.338063094199E+0	5.318416104772E-3	5.457068591844E-3
-1.336136546035E+0	5.782722272649E-3	5.457068591844E-3
-1.334264352908E+0	5.613883666148E-3	5.457068591844E-3
-1.332368650689E+0	5.740512621024E-3	5.457068591844E-3
-1.330433401091E+0	5.360625756397E-3	5.457068591844E-3
-1.328576982295E+0	4.432013420643E-3	5.457068591844E-3
-1.326652240965E+0	4.769690633645E-3	5.457068591844E-3
-1.324720896457E+0	4.685271330394E-3	5.457068591844E-3
-1.322834675664E+0	5.360625756397E-3	5.457068591844E-3
-1.320898961585E+0	5.065158195021E-3	5.457068591844E-3
-1.319001628269E+0	4.474223072268E-3	5.457068591844E-3
-1.317097257669E+0	4.516432723893E-3	5.457068591844E-3
-1.315159941821E+0	5.529464362898E-3	5.457068591844E-3
-1.313284669571E+0	5.107367846646E-3	5.457068591844E-3
-1.311359848751E+0	5.191787149896E-3	5.457068591844E-3
-1.309416230224E+0	5.107367846646E-3	5.457068591844E-3
-1.307508420879E+0	4.896319588520E-3	5.457068591844E-3
-1.305585950282E+0	5.740512621024E-3	5.457068591844E-3
-1.303668577576E+0	4.811900285270E-3	5.457068591844E-3
-1.301749440516E+0	4.685271330394E-3	5.457068591844E-3
-1.299809159947E+0	5.233996801521E-3	5.457068591844E-3
-1.297921628226E+0	4.389803769018E-3	5.457068591844E-3
-1.295977899252E+0	4.347594117393E-3	5.457068591844E-3
-1.294034762780E+0	4.263174814142E-3	5.457068591844E-3
-1.292153712385E+0	5.107367846646E-3	5.457068591844E-3
-1.290211348924E+0	6.415867047026E-3	5.457068591844E-3
-1.288288563746E+0	5.149577498271E-3	5.457068591844E-3
-1.286385026908E+0	4.854109936895E-3	5.457068591844E-3
-1.284448689719E+0	4.811900285270E-3	5.457068591844E-3
-1.282531063765E+0	5.276206453147E-3	5.457068591844E-3
-1.280627239230E+0	5.318416104772E-3	5.457068591844E-3
-1.278682222720E+0	4.685271330394E-3	5.457068591844E-3
-1.276762638868E+0	4.811900285270E-3	5.457068591844E-3
-1.274814026846E+0	5.445045059647E-3	5.457068591844E-3
-1.272895291071E+0	5.065158195021E-3	5.457068591844E-3
-1.270992004106E+0	4.727480982019E-3	5.457068591844E-3
-1.269034671912E+0	5.529464362898E-3	5.457068591844E-3
-1.267132522234E+0	5.656093317773E-3	5.457068591844E-3
-1.265184080479E+0	6.289238092151E-3	5.457068591844E-3
-1.263247038478E+0	6.247028440526E-3	5.457068591844E-3
-1.261327412263E+0	5.487254711272E-3	5.457068591844E-3
-1.259372923870E+0	5.529464362898E-3	5.457068591844E-3
-1.257484290823E+0	5.149577498271E-3	5.457068591844E-3
-1.255555464477E+0	4.516432723893E-3	5.457068591844E-3
-1.253572254812E+0	5.529464362898E-3	5.457068591844E-3
-1.251635532281E+0	5.867141575899E-3	5.457068591844E-3
-1.249694723454E+0	5.740512621024E-3	5.457068591844E-3
-1.247732757153E+0	5.571674014523E-3	5.457068591844E-3
-1.245832946175E+0	4.558642375519E-3	5.457068591844E-3
-1.243885662423E+0	5.529464362898E-3	5.457068591844E-3
-1.241936606751E+0	4.980738891770E-3	5.457068591844E-3
-1.240012084569E+0	5.318416104772E-3	5.457068591844E-3
-1.238052479663E+0	5.867141575899E-3	5.457068591844E-3
-1.236138583876E+0	4.432013420643E-3	5.457068591844E-3
-1.234184981850E+0	5.149577498271E-3	5.457068591844E-3
-1.232210750724E+0	5.445045059647E-3	5.457068591844E-3
-1.230315020457E+0	5.107367846646E-3	5.457068591844E-3
-1.228362717023E+0	5.571674014523E-3	5.457068591844E-3
-1.226399312005E+0	5.613883666148E-3	5.457068591844E-3
-1.224485620469E+0	4.811900285270E-3	5.457068591844E-3
-1.222529354336E+0	6.289238092151E-3	5.457068591844E-3
-1.220620954002E+0	5.613883666148E-3	5.457068591844E-3
-1.218667785149E+0	5.656093317773E-3	5.457068591844E-3
-1.216696045535E+0	5.909351227524E-3	5.457068591844E-3
-1.214779770080E+0	5.740512621024E-3	5.457068591844E-3
-1.212814157292E+0	6.247028440526E-3	5.457068591844E-3
-1.210849733464E+0	5.191787149896E-3	5.457068591844E-3
-1.208910050285E+0	4.516432723893E-3	5.457068591844E-3
-1.206932503896E+0	6.120399485650E-3	5.457068591844E-3
-1.205000652659E+0	4.727480982019E-3	5.457068591844E-3
-1.203048014626E+0	6.035980182400E-3	5.457068591844E-3
-1.201074403586E+0	5.571674014523E-3	5.457068591844E-3
-1.199146630848E+0	5.613883666148E-3	5.457068591844E-3
-1.197171828169E+0	6.837963563278E-3	5.457068591844E-3
-1.195209812522E+0	6.415867047026E-3	5.457068591844E-3
-1.193279441086E+0	5.487254711272E-3	5.457068591844E-3
-1.191299194047E+0	5.867141575899E-3	5.457068591844E-3
-1.189364684640E+0	5.867141575899E-3	5.457068591844E-3
-1.187388684156E+0	5.782722272649E-3	5.457068591844E-3
-1.185410798862E+0	5.867141575899E-3	5.457068591844E-3
-1.183499669713E+0	4.600852027144E-3	5.457068591844E-3
-1.181522646462E+0	5.782722272649E-3	5.457068591844E-3
-1.179560421443E+0	6.415867047026E-3	5.457068591844E-3
-1.177619692803E+0	5.191787149896E-3	5.457068591844E-3
-1.175613351124E+0	5.107367846646E-3	5.457068591844E-3
-1.173662576021E+0	4.811900285270E-3	5.457068591844E-3
-1.171700305381E+0	5.698302969398E-3	5.457068591844E-3
-1.169697912434E+0	4.558642375519E-3	5.457068591844E-3
-1.167771761832E+0	6.078189834025E-3	5.457068591844E-3
-1.165796900613E+0	5.571674014523E-3	5.457068591844E-3
-1.163822935654E+0	4.938529240145E-3	5.457068591844E-3
-1.161868615316E+0	4.347594117393E-3	5.457068591844E-3
-1.159886276423E+0	4.305384465768E-3	5.457068591844E-3
-1.157942744252E+0	4.643061678769E-3	5.457068591844E-3
-1.155966381470E+0	5.065158195021E-3	5.457068591844E-3
-1.153971470038E+0	5.740512621024E-3	5.457068591844E-3
-1.152041817378E+0	5.318416104772E-3	5.457068591844E-3
-1.150058067118E+0	5.909351227524E-3	5.457068591844E-3
-1.148074648081E+0	5.107367846646E-3	5.457068591844E-3
-1.146110895779E+0	4.896319588520E-3	5.457068591844E-3
-1.144121091315E+0	6.373657395401E-3	5.457068591844E-3
-1.142171946495E+0	5.445045059647E-3	5.457068591844E-3
-1.140178188527E+0	5.360625756397E-3	5.457068591844E-3
-1.138179904339E+0	6.247028440526E-3	5.457068591844E-3
-1.136239218877E+0	6.289238092151E-3	5.457068591844E-3
-1.134260759236E+0	6.669124956777E-3	5.457068591844E-3
-1.132254698852E+0	5.951560879149E-3	5.457068591844E-3
-1.130294157885E+0	6.247028440526E-3	5.457068591844E-3
-1.128291102839E+0	6.373657395401E-3	5.457068591844E-3
-1.126326237690E+0	4.727480982019E-3	5.457068591844E-3
-1.124340329703E+0	4.558642375519E-3	5.457068591844E-3
-1.122326333914E+0	4.938529240145E-3	5.457068591844E-3
-1.120385938477E+0	5.824931924274E-3	5.457068591844E-3
-1.118382039544E+0	5.149577498271E-3	5.457068591844E-3
-1.116376886011E+0	4.432013420643E-3	5.457068591844E-3
-1.114410336694E+0	5.233996801521E-3	5.457068591844E-3
-1.112403300213E+0	4.600852027144E-3	5.457068591844E-3
-1.110446710422E+0	3.165723871888E-3	5.457068591844E-3
-1.108455540097E+0	5.107367846646E-3	5.457068591844E-3
-1.106454731810E+0	5.571674014523E-3	5.457068591844E-3
-1.104510776240E+0	5.107367846646E-3	5.457068591844E-3
-1.102491278016E+0	6.500286350277E-3	5.457068591844E-3
-1.100491521592E+0	5.318416104772E-3	5.457068591844E-3
-1.098511696090E+0	5.318416104772E-3	5.457068591844E-3
-1.096498985277E+0	6.078189834025E-3	5.457068591844E-3
-1.094522873299E+0	5.867141575899E-3	5.457068591844E-3
-1.092514263563E+0	5.571674014523E-3	5.457068591844E-3
-1.090493862678E+0	5.571674014523E-3	5.457068591844E-3
-1.088533563436E+0	5.107367846646E-3	5.457068591844E-3
-1.086514726379E+0	5.824931924274E-3	5.457068591844E-3
