# 2023-01-06T13:46:45+00:00
# Header Rows: 22
# File Format: 2
# Device: mini
# Serial: S9332
# Firmware: 1035
# Software: 1.0.3
# Sensitivity: 10
# PMT Gain: 1
# Scanrange [ps]: 5000
# Average: 0
# Triggermode: OFF
# Triggerfrequency [Hz]: 0
# ACFFWHM [ps]: 0.260
# Fittype: Gaussian
# Fit Pulse Duration [ps]: 0.190
# FWHM Valid: FALSE (No Signal)
# FIT MSE: 3.307543451984E-7
# Amplitude: 0.014655
# ==========
Delay[ps]	Intensity [arb.u.]	Fit [arb.u.]
-2.756132482023E+0	2.828046658887E-3	4.044398247406E-3
-2.755903965824E+0	3.165723871888E-3	4.044398247406E-3
-2.755673761987E+0	5.191787149896E-3	4.044398247406E-3
-2.755441870839E+0	4.896319588520E-3	4.044398247406E-3
-2.755208292705E+0	4.516432723893E-3	4.044398247406E-3
-2.754973027913E+0	4.389803769018E-3	4.044398247406E-3
-2.754736076789E+0	4.811900285270E-3	4.044398247406E-3
-2.754497439660E+0	4.136545859267E-3	4.044398247406E-3
-2.754266113928E+0	4.516432723893E-3	4.044398247406E-3
-2.753997039739E+0	5.022948543396E-3	4.044398247406E-3
-2.753775850084E+0	4.009916904391E-3	4.044398247406E-3
-2.753534139101E+0	3.714449343015E-3	4.044398247406E-3
-2.753269213007E+0	3.461191433264E-3	4.044398247406E-3
-2.753049610340E+0	3.883287949516E-3	4.044398247406E-3
-2.752797760836E+0	4.980738891770E-3	4.044398247406E-3
-2.752549528840E+0	4.769690633645E-3	4.044398247406E-3
-2.752306343062E+0	3.798868646266E-3	4.044398247406E-3
-2.752039478971E+0	4.220965162517E-3	4.044398247406E-3
-2.751799375575E+0	3.714449343015E-3	4.044398247406E-3
-2.751548025816E+0	3.039094917012E-3	4.044398247406E-3
-2.751259702123E+0	2.954675613762E-3	4.044398247406E-3
-2.751023934198E+0	4.474223072268E-3	4.044398247406E-3
-2.750757287625E+0	4.769690633645E-3	4.044398247406E-3
-2.750498162836E+0	5.276206453147E-3	4.044398247406E-3
-2.750235178811E+0	4.432013420643E-3	4.044398247406E-3
-2.749946145652E+0	3.925497601141E-3	4.044398247406E-3
-2.749705021468E+0	3.672239691390E-3	4.044398247406E-3
-2.749424613046E+0	4.432013420643E-3	4.044398247406E-3
-2.749132632391E+0	4.136545859267E-3	4.044398247406E-3
-2.748914155606E+0	3.883287949516E-3	4.044398247406E-3
-2.748629458965E+0	4.178755510892E-3	4.044398247406E-3
-2.748345283948E+0	3.798868646266E-3	4.044398247406E-3
-2.748075709432E+0	3.841078297891E-3	4.044398247406E-3
-2.747765874812E+0	4.094336207642E-3	4.044398247406E-3
-2.747504087080E+0	3.967707252766E-3	4.044398247406E-3
-2.747219092966E+0	4.220965162517E-3	4.044398247406E-3
-2.746884948427E+0	4.136545859267E-3	4.044398247406E-3
-2.746627108032E+0	3.841078297891E-3	4.044398247406E-3
-2.746326598305E+0	5.107367846646E-3	4.044398247406E-3
-2.746014607704E+0	4.220965162517E-3	4.044398247406E-3
-2.745738488084E+0	4.220965162517E-3	4.044398247406E-3
-2.745424699145E+0	4.220965162517E-3	4.044398247406E-3
-2.745163387999E+0	4.727480982019E-3	4.044398247406E-3
-2.744852576118E+0	4.136545859267E-3	4.044398247406E-3
-2.744518053337E+0	3.925497601141E-3	4.044398247406E-3
-2.744259134660E+0	4.347594117393E-3	4.044398247406E-3
-2.743950453388E+0	3.587820388140E-3	4.044398247406E-3
-2.743616684298E+0	3.461191433264E-3	4.044398247406E-3
-2.743299664822E+0	3.545610736515E-3	4.044398247406E-3
-2.742979874401E+0	4.347594117393E-3	4.044398247406E-3
-2.742677988105E+0	4.305384465768E-3	4.044398247406E-3
-2.742355335496E+0	3.925497601141E-3	4.044398247406E-3
-2.742013619945E+0	4.136545859267E-3	4.044398247406E-3
-2.741736471389E+0	4.094336207642E-3	4.044398247406E-3
-2.741391652738E+0	5.613883666148E-3	4.044398247406E-3
-2.741054748079E+0	4.685271330394E-3	4.044398247406E-3
-2.740751326119E+0	4.516432723893E-3	4.044398247406E-3
-2.740412687132E+0	4.811900285270E-3	4.044398247406E-3
-2.740108247759E+0	4.094336207642E-3	4.044398247406E-3
-2.739785244723E+0	4.769690633645E-3	4.044398247406E-3
-2.739431991504E+0	4.980738891770E-3	4.044398247406E-3
-2.739148061472E+0	4.727480982019E-3	4.044398247406E-3
-2.738786537549E+0	4.600852027144E-3	4.044398247406E-3
-2.738437470831E+0	4.600852027144E-3	4.044398247406E-3
-2.738126791393E+0	4.600852027144E-3	4.044398247406E-3
-2.737773295399E+0	5.233996801521E-3	4.044398247406E-3
-2.737448467723E+0	3.334562478389E-3	4.044398247406E-3
-2.737116888598E+0	4.052126556017E-3	4.044398247406E-3
-2.736749898668E+0	4.347594117393E-3	4.044398247406E-3
-2.736442262159E+0	4.769690633645E-3	4.044398247406E-3
-2.736080454264E+0	3.545610736515E-3	4.044398247406E-3
-2.735707049113E+0	3.841078297891E-3	4.044398247406E-3
-2.735381018160E+0	5.022948543396E-3	4.044398247406E-3
-2.735007761862E+0	4.347594117393E-3	4.044398247406E-3
-2.734658890200E+0	3.461191433264E-3	4.044398247406E-3
-2.734300697253E+0	4.263174814142E-3	4.044398247406E-3
-2.733941798681E+0	4.769690633645E-3	4.044398247406E-3
-2.733602323138E+0	4.052126556017E-3	4.044398247406E-3
-2.733208662243E+0	4.432013420643E-3	4.044398247406E-3
-2.732817266494E+0	3.756658994640E-3	4.044398247406E-3
-2.732492638065E+0	3.461191433264E-3	4.044398247406E-3
-2.732119560413E+0	5.022948543396E-3	4.044398247406E-3
-2.731737982553E+0	4.769690633645E-3	4.044398247406E-3
-2.731389559195E+0	4.009916904391E-3	4.044398247406E-3
-2.731006211511E+0	4.052126556017E-3	4.044398247406E-3
-2.730622602199E+0	4.263174814142E-3	4.044398247406E-3
-2.730211910860E+0	3.756658994640E-3	4.044398247406E-3
-2.729858742716E+0	4.643061678769E-3	4.044398247406E-3
-2.729507425863E+0	4.136545859267E-3	4.044398247406E-3
-2.729113123702E+0	4.432013420643E-3	4.044398247406E-3
-2.728747353690E+0	3.587820388140E-3	4.044398247406E-3
-2.728371429562E+0	3.292352826763E-3	4.044398247406E-3
-2.727955786509E+0	4.389803769018E-3	4.044398247406E-3
-2.727568708774E+0	5.529464362898E-3	4.044398247406E-3
-2.727177448262E+0	4.980738891770E-3	4.044398247406E-3
-2.726809572663E+0	5.107367846646E-3	4.044398247406E-3
-2.726451041509E+0	4.136545859267E-3	4.044398247406E-3
-2.726020393063E+0	5.107367846646E-3	4.044398247406E-3
-2.725612656901E+0	4.305384465768E-3	4.044398247406E-3
-2.725252289119E+0	4.600852027144E-3	4.044398247406E-3
-2.724834974701E+0	4.432013420643E-3	4.044398247406E-3
-2.724458516728E+0	3.334562478389E-3	4.044398247406E-3
-2.724037290353E+0	4.389803769018E-3	4.044398247406E-3
-2.723613792314E+0	3.925497601141E-3	4.044398247406E-3
-2.723235574060E+0	4.094336207642E-3	4.044398247406E-3
-2.722805084475E+0	3.798868646266E-3	4.044398247406E-3
-2.722401086743E+0	4.600852027144E-3	4.044398247406E-3
-2.722004843559E+0	4.178755510892E-3	4.044398247406E-3
-2.721564236984E+0	4.220965162517E-3	4.044398247406E-3
-2.721164442047E+0	4.178755510892E-3	4.044398247406E-3
-2.720752641353E+0	4.389803769018E-3	4.044398247406E-3
-2.720308277261E+0	4.516432723893E-3	4.044398247406E-3
-2.719937749893E+0	4.094336207642E-3	4.044398247406E-3
-2.719499029292E+0	4.727480982019E-3	4.044398247406E-3
-2.719087292259E+0	4.516432723893E-3	4.044398247406E-3
-2.718669238464E+0	3.461191433264E-3	4.044398247406E-3
-2.718204220019E+0	3.967707252766E-3	4.044398247406E-3
-2.717796812055E+0	3.587820388140E-3	4.044398247406E-3
-2.717375399353E+0	4.178755510892E-3	4.044398247406E-3
-2.716928490331E+0	5.276206453147E-3	4.044398247406E-3
-2.716522352214E+0	4.347594117393E-3	4.044398247406E-3
-2.716057043861E+0	4.009916904391E-3	4.044398247406E-3
-2.715634273211E+0	3.250143175138E-3	4.044398247406E-3
-2.715209521269E+0	4.474223072268E-3	4.044398247406E-3
-2.714740212161E+0	4.136545859267E-3	4.044398247406E-3
-2.714325999561E+0	4.263174814142E-3	4.044398247406E-3
-2.713868118955E+0	5.022948543396E-3	4.044398247406E-3
-2.713408748772E+0	4.305384465768E-3	4.044398247406E-3
-2.713004059613E+0	4.305384465768E-3	4.044398247406E-3
-2.712547483186E+0	4.516432723893E-3	4.044398247406E-3
-2.712101068206E+0	4.432013420643E-3	4.044398247406E-3
-2.711666625118E+0	4.136545859267E-3	4.044398247406E-3
-2.711196302204E+0	5.402835408022E-3	4.044398247406E-3
-2.710759962434E+0	4.474223072268E-3	4.044398247406E-3
-2.710286712157E+0	3.630030039765E-3	4.044398247406E-3
-2.709800045455E+0	4.389803769018E-3	4.044398247406E-3
-2.709359364977E+0	3.418981781639E-3	4.044398247406E-3
-2.708883322575E+0	4.600852027144E-3	4.044398247406E-3
-2.708400938389E+0	4.263174814142E-3	4.044398247406E-3
-2.707938119801E+0	4.052126556017E-3	4.044398247406E-3
-2.707442197802E+0	4.305384465768E-3	4.044398247406E-3
-2.707003791433E+0	3.841078297891E-3	4.044398247406E-3
-2.706528041034E+0	4.220965162517E-3	4.044398247406E-3
-2.706035812076E+0	3.967707252766E-3	4.044398247406E-3
-2.705593750606E+0	3.672239691390E-3	4.044398247406E-3
-2.705107118586E+0	4.727480982019E-3	4.044398247406E-3
-2.704607357603E+0	5.487254711272E-3	4.044398247406E-3
-2.704117388555E+0	4.263174814142E-3	4.044398247406E-3
-2.703617815413E+0	3.250143175138E-3	4.044398247406E-3
-2.703169114454E+0	2.659208052386E-3	4.044398247406E-3
-2.702676437657E+0	2.996885265387E-3	4.044398247406E-3
-2.702158482757E+0	4.052126556017E-3	4.044398247406E-3
-2.701705061684E+0	4.727480982019E-3	4.044398247406E-3
-2.701216276360E+0	4.727480982019E-3	4.044398247406E-3
-2.700716821928E+0	4.052126556017E-3	4.044398247406E-3
-2.700227342732E+0	3.630030039765E-3	4.044398247406E-3
-2.699709297520E+0	4.769690633645E-3	4.044398247406E-3
-2.699248858716E+0	3.967707252766E-3	4.044398247406E-3
-2.698744310233E+0	5.107367846646E-3	4.044398247406E-3
-2.698211833509E+0	4.811900285270E-3	4.044398247406E-3
-2.697747777429E+0	3.841078297891E-3	4.044398247406E-3
-2.697222097659E+0	4.136545859267E-3	4.044398247406E-3
-2.696695050514E+0	4.178755510892E-3	4.044398247406E-3
-2.696196689144E+0	3.714449343015E-3	4.044398247406E-3
-2.695679430675E+0	4.854109936895E-3	4.044398247406E-3
-2.695180145579E+0	4.178755510892E-3	4.044398247406E-3
-2.694655489275E+0	4.432013420643E-3	4.044398247406E-3
-2.694128411754E+0	4.347594117393E-3	4.044398247406E-3
-2.693653308673E+0	3.967707252766E-3	4.044398247406E-3
-2.693104966957E+0	3.630030039765E-3	4.044398247406E-3
-2.692566460236E+0	3.123514220263E-3	4.044398247406E-3
-2.692075901479E+0	5.022948543396E-3	4.044398247406E-3
-2.691515422842E+0	4.980738891770E-3	4.044398247406E-3
-2.691009954010E+0	4.389803769018E-3	4.044398247406E-3
-2.690493001976E+0	3.630030039765E-3	4.044398247406E-3
-2.689953378917E+0	3.630030039765E-3	4.044398247406E-3
-2.689450427548E+0	3.798868646266E-3	4.044398247406E-3
-2.688895622661E+0	4.854109936895E-3	4.044398247406E-3
-2.688360235566E+0	4.474223072268E-3	4.044398247406E-3
-2.687842131697E+0	4.305384465768E-3	4.044398247406E-3
-2.687288814873E+0	4.558642375519E-3	4.044398247406E-3
-2.686776850865E+0	3.545610736515E-3	4.044398247406E-3
-2.686237466623E+0	4.263174814142E-3	4.044398247406E-3
-2.685688701158E+0	4.474223072268E-3	4.044398247406E-3
-2.685180620476E+0	3.461191433264E-3	4.044398247406E-3
-2.684613599994E+0	4.052126556017E-3	4.044398247406E-3
-2.684053634021E+0	3.672239691390E-3	4.044398247406E-3
-2.683524515738E+0	3.587820388140E-3	4.044398247406E-3
-2.682955768726E+0	4.094336207642E-3	4.044398247406E-3
-2.682423734138E+0	4.136545859267E-3	4.044398247406E-3
-2.681865822660E+0	5.149577498271E-3	4.044398247406E-3
-2.681305368929E+0	4.263174814142E-3	4.044398247406E-3
-2.680757707001E+0	3.925497601141E-3	4.044398247406E-3
-2.680177349000E+0	3.207933523513E-3	4.044398247406E-3
-2.679614483713E+0	2.954675613762E-3	4.044398247406E-3
-2.679083163246E+0	3.714449343015E-3	4.044398247406E-3
-2.678500409400E+0	4.220965162517E-3	4.044398247406E-3
-2.677965968958E+0	4.389803769018E-3	4.044398247406E-3
-2.677405686542E+0	4.516432723893E-3	4.044398247406E-3
-2.676808051367E+0	4.347594117393E-3	4.044398247406E-3
-2.676270516206E+0	3.883287949516E-3	4.044398247406E-3
-2.675680841226E+0	4.474223072268E-3	4.044398247406E-3
-2.675115149945E+0	4.643061678769E-3	4.044398247406E-3
-2.674555058861E+0	4.474223072268E-3	4.044398247406E-3
-2.673962091894E+0	4.854109936895E-3	4.044398247406E-3
-2.673419723611E+0	3.883287949516E-3	4.044398247406E-3
-2.672844757017E+0	4.516432723893E-3	4.044398247406E-3
-2.672234745058E+0	4.600852027144E-3	4.044398247406E-3
-2.671698732176E+0	4.474223072268E-3	4.044398247406E-3
-2.671106504119E+0	4.516432723893E-3	4.044398247406E-3
-2.670505983596E+0	4.305384465768E-3	4.044398247406E-3
-2.669948624003E+0	2.996885265387E-3	4.044398247406E-3
-2.669353291915E+0	4.094336207642E-3	4.044398247406E-3
-2.668779729822E+0	4.389803769018E-3	4.044398247406E-3
-2.668192119346E+0	3.292352826763E-3	4.044398247406E-3
-2.667576910572E+0	4.389803769018E-3	4.044398247406E-3
-2.667000837997E+0	4.136545859267E-3	4.044398247406E-3
-2.666401112132E+0	4.009916904391E-3	4.044398247406E-3
-2.665783227613E+0	4.136545859267E-3	4.044398247406E-3
-2.665197054924E+0	3.883287949516E-3	4.044398247406E-3
-2.664575921829E+0	5.487254711272E-3	4.044398247406E-3
-2.664002970625E+0	3.756658994640E-3	4.044398247406E-3
-2.663388377164E+0	3.376772130014E-3	4.044398247406E-3
-2.662752986548E+0	3.841078297891E-3	4.044398247406E-3
-2.662174652433E+0	3.545610736515E-3	4.044398247406E-3
-2.661561261317E+0	5.022948543396E-3	4.044398247406E-3
-2.660923253730E+0	3.630030039765E-3	4.044398247406E-3
-2.660337903164E+0	3.798868646266E-3	4.044398247406E-3
-2.659705752048E+0	5.022948543396E-3	4.044398247406E-3
-2.659116831690E+0	5.022948543396E-3	4.044398247406E-3
-2.658482917150E+0	4.263174814142E-3	4.044398247406E-3
-2.657823152488E+0	3.925497601141E-3	4.044398247406E-3
-2.657232849510E+0	4.685271330394E-3	4.044398247406E-3
-2.656597982963E+0	5.022948543396E-3	4.044398247406E-3
-2.655957098175E+0	4.685271330394E-3	4.044398247406E-3
-2.655350447334E+0	4.432013420643E-3	4.044398247406E-3
-2.654706092843E+0	4.769690633645E-3	4.044398247406E-3
-2.654107665804E+0	4.811900285270E-3	4.044398247406E-3
-2.653472708246E+0	4.347594117393E-3	4.044398247406E-3
-2.652805218714E+0	4.980738891770E-3	4.044398247406E-3
-2.652207165261E+0	4.854109936895E-3	4.044398247406E-3
-2.651553187008E+0	3.756658994640E-3	4.044398247406E-3
-2.650904880525E+0	4.685271330394E-3	4.044398247406E-3
-2.650269123189E+0	4.811900285270E-3	4.044398247406E-3
-2.649621239057E+0	4.516432723893E-3	4.044398247406E-3
-2.648990851131E+0	3.461191433264E-3	4.044398247406E-3
-2.648323483452E+0	3.756658994640E-3	4.044398247406E-3
-2.647651467466E+0	3.587820388140E-3	4.044398247406E-3
-2.647055798685E+0	4.052126556017E-3	4.044398247406E-3
-2.646394732871E+0	4.094336207642E-3	4.044398247406E-3
-2.645727586550E+0	4.558642375519E-3	4.044398247406E-3
-2.645113324196E+0	4.558642375519E-3	4.044398247406E-3
-2.644438180089E+0	4.685271330394E-3	4.044398247406E-3
-2.643780982004E+0	3.292352826763E-3	4.044398247406E-3
-2.643124877564E+0	3.798868646266E-3	4.044398247406E-3
-2.642457719372E+0	3.883287949516E-3	4.044398247406E-3
-2.641836773187E+0	3.672239691390E-3	4.044398247406E-3
-2.641159743339E+0	3.461191433264E-3	4.044398247406E-3
-2.640486070303E+0	3.250143175138E-3	4.044398247406E-3
-2.639855685636E+0	3.503401084889E-3	4.044398247406E-3
-2.639177759062E+0	4.811900285270E-3	4.044398247406E-3
-2.638526780560E+0	4.178755510892E-3	4.044398247406E-3
-2.637852997776E+0	4.558642375519E-3	4.044398247406E-3
-2.637170193391E+0	4.305384465768E-3	4.044398247406E-3
-2.636535992202E+0	4.263174814142E-3	4.044398247406E-3
-2.635845815003E+0	3.967707252766E-3	4.044398247406E-3
-2.635153824103E+0	4.600852027144E-3	4.044398247406E-3
-2.634513949047E+0	3.123514220263E-3	4.044398247406E-3
-2.633810383819E+0	3.798868646266E-3	4.044398247406E-3
-2.633131495929E+0	4.305384465768E-3	4.044398247406E-3
-2.632446229012E+0	3.714449343015E-3	4.044398247406E-3
-2.631742453132E+0	4.727480982019E-3	4.044398247406E-3
-2.631091555982E+0	3.714449343015E-3	4.044398247406E-3
-2.630389200430E+0	3.081304568638E-3	4.044398247406E-3
-2.629689910154E+0	4.600852027144E-3	4.044398247406E-3
-2.629043158771E+0	4.811900285270E-3	4.044398247406E-3
-2.628325806672E+0	4.136545859267E-3	4.044398247406E-3
-2.627618533389E+0	4.263174814142E-3	4.044398247406E-3
-2.626942131074E+0	4.558642375519E-3	4.044398247406E-3
-2.626223941023E+0	4.938529240145E-3	4.044398247406E-3
-2.625556580676E+0	4.854109936895E-3	4.044398247406E-3
-2.624856473629E+0	4.558642375519E-3	4.044398247406E-3
-2.624142949574E+0	3.883287949516E-3	4.044398247406E-3
-2.623466076260E+0	3.883287949516E-3	4.044398247406E-3
-2.622753859643E+0	4.474223072268E-3	4.044398247406E-3
-2.622053845352E+0	4.263174814142E-3	4.044398247406E-3
-2.621347165154E+0	3.292352826763E-3	4.044398247406E-3
-2.620635936157E+0	2.870256310512E-3	4.044398247406E-3
-2.619958422624E+0	3.461191433264E-3	4.044398247406E-3
-2.619234171386E+0	4.094336207642E-3	4.044398247406E-3
-2.618489044437E+0	4.600852027144E-3	4.044398247406E-3
-2.617798565924E+0	3.587820388140E-3	4.044398247406E-3
-2.617080457690E+0	3.207933523513E-3	4.044398247406E-3
-2.616351887508E+0	4.389803769018E-3	4.044398247406E-3
-2.615654890078E+0	4.474223072268E-3	4.044398247406E-3
-2.614913951142E+0	4.685271330394E-3	4.044398247406E-3
-2.614184977114E+0	3.503401084889E-3	4.044398247406E-3
-2.613441176689E+0	3.503401084889E-3	4.044398247406E-3
-2.612722105392E+0	4.136545859267E-3	4.044398247406E-3
-2.612024073091E+0	4.516432723893E-3	4.044398247406E-3
-2.611251126716E+0	4.938529240145E-3	4.044398247406E-3
-2.610516183560E+0	3.630030039765E-3	4.044398247406E-3
-2.609786867368E+0	3.503401084889E-3	4.044398247406E-3
-2.609036632403E+0	4.347594117393E-3	4.044398247406E-3
-2.608318097627E+0	4.347594117393E-3	4.044398247406E-3
-2.607567105363E+0	5.149577498271E-3	4.044398247406E-3
-2.606857452064E+0	3.925497601141E-3	4.044398247406E-3
-2.606147379440E+0	4.052126556017E-3	4.044398247406E-3
-2.605364856670E+0	5.656093317773E-3	4.044398247406E-3
-2.604607816603E+0	4.685271330394E-3	4.044398247406E-3
-2.603873227948E+0	4.474223072268E-3	4.044398247406E-3
-2.603098411776E+0	4.516432723893E-3	4.044398247406E-3
-2.602380842391E+0	4.980738891770E-3	4.044398247406E-3
-2.601623110083E+0	4.685271330394E-3	4.044398247406E-3
-2.600846523737E+0	3.714449343015E-3	4.044398247406E-3
-2.600113585964E+0	2.701417704011E-3	4.044398247406E-3
-2.599336291200E+0	3.967707252766E-3	4.044398247406E-3
-2.598588375848E+0	4.643061678769E-3	4.044398247406E-3
-2.597846193951E+0	3.798868646266E-3	4.044398247406E-3
-2.597052132931E+0	3.841078297891E-3	4.044398247406E-3
-2.596317548116E+0	4.938529240145E-3	4.044398247406E-3
-2.595552267372E+0	4.052126556017E-3	4.044398247406E-3
-2.594759152656E+0	4.136545859267E-3	4.044398247406E-3
-2.594006891476E+0	3.545610736515E-3	4.044398247406E-3
-2.593216773603E+0	3.798868646266E-3	4.044398247406E-3
-2.592434914793E+0	3.334562478389E-3	4.044398247406E-3
-2.591666001994E+0	3.376772130014E-3	4.044398247406E-3
-2.590886046500E+0	4.727480982019E-3	4.044398247406E-3
-2.590126247825E+0	3.798868646266E-3	4.044398247406E-3
-2.589331180913E+0	3.250143175138E-3	4.044398247406E-3
