# 2023-01-06T12:17:33+00:00
# Header Rows: 22
# File Format: 2
# Device: mini
# Serial: S9332
# Firmware: 1035
# Software: 1.0.3
# Sensitivity: 10
# PMT Gain: 1
# Scanrange [ps]: 5000
# Average: 0
# Triggermode: OFF
# Triggerfrequency [Hz]: 0
# ACFFWHM [ps]: 0.262
# Fittype: Gaussian
# Fit Pulse Duration [ps]: 0.190
# FWHM Valid: FALSE (No Signal)
# FIT MSE: 3.185014370144E-7
# Amplitude: 0.014511
# ==========
Delay[ps]	Intensity [arb.u.]	Fit [arb.u.]
-2.652507520782E+0	4.094336207642E-3	4.390907299348E-3
-2.651916988414E+0	4.938529240145E-3	4.390907299348E-3
-2.651376774250E+0	4.854109936895E-3	4.390907299348E-3
-2.650771001281E+0	4.432013420643E-3	4.390907299348E-3
-2.650187263075E+0	4.220965162517E-3	4.390907299348E-3
-2.649623113742E+0	3.967707252766E-3	4.390907299348E-3
-2.649026565694E+0	5.445045059647E-3	4.390907299348E-3
-2.648464587356E+0	4.643061678769E-3	4.390907299348E-3
-2.647872678884E+0	4.558642375519E-3	4.390907299348E-3
-2.647264798699E+0	4.347594117393E-3	4.390907299348E-3
-2.646714325907E+0	3.883287949516E-3	4.390907299348E-3
-2.646102984165E+0	4.136545859267E-3	4.390907299348E-3
-2.645508974529E+0	4.474223072268E-3	4.390907299348E-3
-2.644917812533E+0	4.854109936895E-3	4.390907299348E-3
-2.644317894870E+0	5.782722272649E-3	4.390907299348E-3
-2.643749929947E+0	4.305384465768E-3	4.390907299348E-3
-2.643149079829E+0	4.009916904391E-3	4.390907299348E-3
-2.642524962810E+0	4.347594117393E-3	4.390907299348E-3
-2.641948205442E+0	4.854109936895E-3	4.390907299348E-3
-2.641314993734E+0	4.600852027144E-3	4.390907299348E-3
-2.640687952496E+0	3.756658994640E-3	4.390907299348E-3
-2.640087457809E+0	3.925497601141E-3	4.390907299348E-3
-2.639447194153E+0	4.769690633645E-3	4.390907299348E-3
-2.638862356368E+0	5.993770530775E-3	4.390907299348E-3
-2.638256182578E+0	4.600852027144E-3	4.390907299348E-3
-2.637626489920E+0	4.136545859267E-3	4.390907299348E-3
-2.637039801075E+0	4.389803769018E-3	4.390907299348E-3
-2.636399075265E+0	3.123514220263E-3	4.390907299348E-3
-2.635766365281E+0	4.052126556017E-3	4.390907299348E-3
-2.635162178136E+0	4.600852027144E-3	4.390907299348E-3
-2.634522740211E+0	4.811900285270E-3	4.390907299348E-3
-2.633931682611E+0	4.474223072268E-3	4.390907299348E-3
-2.633298851240E+0	5.276206453147E-3	4.390907299348E-3
-2.632647288033E+0	5.149577498271E-3	4.390907299348E-3
-2.632040409899E+0	5.360625756397E-3	4.390907299348E-3
-2.631383592850E+0	4.600852027144E-3	4.390907299348E-3
-2.630744069501E+0	4.938529240145E-3	4.390907299348E-3
-2.630121842180E+0	4.136545859267E-3	4.390907299348E-3
-2.629469312303E+0	5.276206453147E-3	4.390907299348E-3
-2.628850959928E+0	3.756658994640E-3	4.390907299348E-3
-2.628202557547E+0	3.967707252766E-3	4.390907299348E-3
-2.627531106481E+0	5.487254711272E-3	4.390907299348E-3
-2.626928948343E+0	4.432013420643E-3	4.390907299348E-3
-2.626273144867E+0	4.094336207642E-3	4.390907299348E-3
-2.625597207615E+0	3.798868646266E-3	4.390907299348E-3
-2.624973618390E+0	4.980738891770E-3	4.390907299348E-3
-2.624310176981E+0	5.065158195021E-3	4.390907299348E-3
-2.623678369424E+0	4.389803769018E-3	4.390907299348E-3
-2.623037490805E+0	4.811900285270E-3	4.390907299348E-3
-2.622364053443E+0	4.769690633645E-3	4.390907299348E-3
-2.621740423949E+0	3.967707252766E-3	4.390907299348E-3
-2.621093574106E+0	4.347594117393E-3	4.390907299348E-3
-2.620408184872E+0	4.811900285270E-3	4.390907299348E-3
-2.619741472075E+0	4.558642375519E-3	4.390907299348E-3
-2.619055486848E+0	4.769690633645E-3	4.390907299348E-3
-2.618396733664E+0	4.305384465768E-3	4.390907299348E-3
-2.617741145844E+0	3.841078297891E-3	4.390907299348E-3
-2.617055605779E+0	3.925497601141E-3	4.390907299348E-3
-2.616411728105E+0	4.643061678769E-3	4.390907299348E-3
-2.615709748585E+0	3.925497601141E-3	4.390907299348E-3
-2.615033279815E+0	4.432013420643E-3	4.390907299348E-3
-2.614355308086E+0	4.305384465768E-3	4.390907299348E-3
-2.613663701131E+0	4.178755510892E-3	4.390907299348E-3
-2.613026267193E+0	4.516432723893E-3	4.390907299348E-3
-2.612335020325E+0	5.065158195021E-3	4.390907299348E-3
-2.611646426157E+0	4.432013420643E-3	4.390907299348E-3
-2.610959281762E+0	3.587820388140E-3	4.390907299348E-3
-2.610246884869E+0	3.503401084889E-3	4.390907299348E-3
-2.609546651897E+0	4.474223072268E-3	4.390907299348E-3
-2.608891772612E+0	4.305384465768E-3	4.390907299348E-3
-2.608171152965E+0	5.656093317773E-3	4.390907299348E-3
-2.607494155122E+0	4.558642375519E-3	4.390907299348E-3
-2.606796821580E+0	4.220965162517E-3	4.390907299348E-3
-2.606066915912E+0	4.347594117393E-3	4.390907299348E-3
-2.605408630934E+0	3.250143175138E-3	4.390907299348E-3
-2.604677611256E+0	3.334562478389E-3	4.390907299348E-3
-2.603947310471E+0	3.925497601141E-3	4.390907299348E-3
-2.603260558750E+0	4.220965162517E-3	4.390907299348E-3
-2.602540888666E+0	4.938529240145E-3	4.390907299348E-3
-2.601836193250E+0	5.276206453147E-3	4.390907299348E-3
-2.601134831370E+0	5.276206453147E-3	4.390907299348E-3
-2.600433401057E+0	3.503401084889E-3	4.390907299348E-3
-2.599737486564E+0	3.545610736515E-3	4.390907299348E-3
-2.598997368123E+0	5.022948543396E-3	4.390907299348E-3
-2.598266998556E+0	3.461191433264E-3	4.390907299348E-3
-2.597591985030E+0	4.811900285270E-3	4.390907299348E-3
-2.596847264603E+0	4.938529240145E-3	4.390907299348E-3
-2.596131995164E+0	4.474223072268E-3	4.390907299348E-3
-2.595414916679E+0	3.714449343015E-3	4.390907299348E-3
-2.594678878250E+0	4.980738891770E-3	4.390907299348E-3
-2.593979250233E+0	4.389803769018E-3	4.390907299348E-3
-2.593221359179E+0	4.938529240145E-3	4.390907299348E-3
-2.592475682672E+0	4.432013420643E-3	4.390907299348E-3
-2.591777962858E+0	4.938529240145E-3	4.390907299348E-3
-2.591031357388E+0	4.263174814142E-3	4.390907299348E-3
-2.590309467080E+0	4.516432723893E-3	4.390907299348E-3
-2.589566936734E+0	5.233996801521E-3	4.390907299348E-3
-2.588831703554E+0	4.769690633645E-3	4.390907299348E-3
-2.588114420469E+0	4.854109936895E-3	4.390907299348E-3
-2.587355164601E+0	4.854109936895E-3	4.390907299348E-3
-2.586605851965E+0	4.769690633645E-3	4.390907299348E-3
